# BUSCO version is: 3.0.2 
# The lineage dataset is: saccharomycetales_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1711)
# To reproduce this run: python /groups/itay_mayrose/liorglic/miniconda3/envs/NGS_course/bin/run_busco -i scaffolds.fasta -o BUSCO -l /groups/itay_mayrose/nosnap/liorglic/NGS_course/master/lesson6/saccharomycetales_odb9/ -m genome -c 30 -sp saccharomyces_cerevisiae_S288C
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG092E05RK	Complete	NODE_2_length_376067_cov_37.491936	345806	347356	191.8	298
EOG092E05RM	Complete	NODE_73_length_62185_cov_37.731820	3366	5045	1051.2	517
EOG092E05RR	Complete	NODE_12_length_177874_cov_37.650813	104942	107401	840.2	614
EOG092E05S0	Complete	NODE_1_length_449352_cov_38.101223	235696	237690	626.8	374
EOG092E05S7	Complete	NODE_4_length_296178_cov_37.378083	65024	67732	1107.1	649
EOG092E05SD	Complete	NODE_1_length_449352_cov_38.101223	320077	321735	812.1	468
EOG092E05SF	Complete	NODE_28_length_124187_cov_40.500371	28153	30557	486.8	407
EOG092E05SQ	Complete	NODE_56_length_80822_cov_38.632325	68693	70339	584.8	441
EOG092E05T0	Complete	NODE_51_length_87655_cov_37.439829	82286	84004	559.3	378
EOG092E05T9	Complete	NODE_12_length_177874_cov_37.650813	115375	117312	494.9	315
EOG092E05TM	Complete	NODE_95_length_35942_cov_37.895812	23968	25566	832.6	418
EOG092E05TZ	Complete	NODE_34_length_108592_cov_37.662493	93452	95176	536.3	444
EOG092E05U1	Complete	NODE_6_length_246120_cov_37.254880	111272	113059	912.3	518
EOG092E05U6	Complete	NODE_13_length_175709_cov_37.194718	6887	8560	1020.7	481
EOG092E05V6	Complete	NODE_16_length_162425_cov_39.423108	159954	161786	1136.1	560
EOG092E05VA	Complete	NODE_40_length_103526_cov_38.150216	56517	59201	564.6	400
EOG092E05VD	Complete	NODE_8_length_203896_cov_38.927669	86976	88676	662.6	391
EOG092E05VL	Complete	NODE_16_length_162425_cov_39.423108	11348	12904	623.8	398
EOG092E05XI	Complete	NODE_45_length_92879_cov_39.059672	50684	52231	906.9	466
EOG092E05XT	Duplicated	NODE_18_length_158840_cov_37.599244	133915	136032	1358.9	644
EOG092E05XT	Duplicated	NODE_40_length_103526_cov_38.150216	37246	39375	1356.2	644
EOG092E05YS	Complete	NODE_4_length_296178_cov_37.378083	120170	121426	465.9	336
EOG092E05YW	Complete	NODE_16_length_162425_cov_39.423108	8054	10924	684.5	776
EOG092E05YZ	Complete	NODE_37_length_106147_cov_39.123789	87199	89322	1014.4	660
EOG092E05ZW	Complete	NODE_70_length_63941_cov_38.941787	22403	24391	664.7	462
EOG092E0601	Complete	NODE_22_length_146985_cov_40.567195	63406	75337	1133.5	715
EOG092E0605	Complete	NODE_15_length_165883_cov_37.897617	106472	108136	389.5	331
EOG092E0617	Complete	NODE_53_length_84142_cov_39.096139	76331	78190	730.6	455
EOG092E061V	Complete	NODE_61_length_72850_cov_38.935820	33043	34773	842.8	459
EOG092E062S	Complete	NODE_57_length_78326_cov_37.604541	63672	65378	858.6	471
EOG092E0631	Complete	NODE_61_length_72850_cov_38.935820	68432	70195	449.0	352
EOG092E063Y	Complete	NODE_4_length_296178_cov_37.378083	53612	55744	911.5	577
EOG092E064E	Complete	NODE_30_length_120878_cov_43.023795	56978	58711	874.2	504
EOG092E0665	Complete	NODE_1_length_449352_cov_38.101223	166316	167932	953.6	469
EOG092E0666	Complete	NODE_51_length_87655_cov_37.439829	322	1977	564.5	399
EOG092E066J	Complete	NODE_22_length_146985_cov_40.567195	44881	46485	1017.2	496
EOG092E0675	Complete	NODE_1_length_449352_cov_38.101223	25118	26659	707.2	436
EOG092E067I	Complete	NODE_34_length_108592_cov_37.662493	95421	96965	382.5	324
EOG092E067T	Complete	NODE_4_length_296178_cov_37.378083	152480	153964	323.9	313
EOG092E067Y	Complete	NODE_20_length_155575_cov_37.679559	50321	52186	555.2	388
EOG092E0682	Complete	NODE_59_length_76837_cov_42.231799	22332	23777	440.0	361
EOG092E0694	Complete	NODE_26_length_128386_cov_37.385480	86912	88783	719.8	496
EOG092E06A7	Complete	NODE_14_length_166516_cov_37.805690	23508	24992	332.7	244
EOG092E06AG	Complete	NODE_2_length_376067_cov_37.491936	349837	351423	564.1	394
EOG092E06AQ	Complete	NODE_116_length_17309_cov_49.565260	12327	13919	826.0	441
EOG092E06BP	Complete	NODE_74_length_61744_cov_36.169576	9639	11219	285.9	338
EOG092E06BQ	Complete	NODE_36_length_107630_cov_38.520744	77449	79104	535.8	421
EOG092E06C4	Complete	NODE_55_length_81905_cov_48.194246	30407	32044	940.4	457
EOG092E06C7	Complete	NODE_100_length_31993_cov_36.639239	13518	14996	590.2	399
EOG092E06CM	Complete	NODE_95_length_35942_cov_37.895812	21262	22938	559.2	379
EOG092E06CS	Complete	NODE_9_length_202726_cov_40.339476	7551	9215	937.5	507
EOG092E06D0	Complete	NODE_57_length_78326_cov_37.604541	38770	40521	416.9	392
EOG092E06E9	Complete	NODE_18_length_158840_cov_37.599244	65026	66603	966.6	471
EOG092E06EA	Complete	NODE_64_length_70580_cov_37.890067	43679	45400	147.9	303
EOG092E06EB	Complete	NODE_18_length_158840_cov_37.599244	97066	98328	97.5	140
EOG092E06ER	Complete	NODE_60_length_76343_cov_37.782272	51752	53470	960.6	484
EOG092E06FA	Complete	NODE_52_length_86079_cov_37.701641	12493	14085	284.9	317
EOG092E06FR	Complete	NODE_17_length_162010_cov_37.467976	104347	105846	667.1	388
EOG092E06GJ	Complete	NODE_73_length_62185_cov_37.731820	38075	39955	405.9	402
EOG092E06H4	Complete	NODE_118_length_16607_cov_36.757612	10590	12371	614.5	443
EOG092E06IF	Complete	NODE_32_length_114727_cov_40.819494	110966	112768	536.6	430
EOG092E06JL	Complete	NODE_37_length_106147_cov_39.123789	34395	35885	676.4	421
EOG092E06JP	Complete	NODE_20_length_155575_cov_37.679559	57634	59403	761.4	435
EOG092E06K1	Complete	NODE_96_length_35225_cov_38.382570	304	1845	679.1	423
EOG092E06L1	Complete	NODE_16_length_162425_cov_39.423108	63263	64918	337.9	365
EOG092E06L7	Complete	NODE_99_length_32760_cov_37.231341	5018	6931	658.2	429
EOG092E06LH	Complete	NODE_99_length_32760_cov_37.231341	9376	11109	797.1	481
EOG092E06LU	Complete	NODE_1_length_449352_cov_38.101223	436644	438119	726.0	394
EOG092E06MJ	Complete	NODE_37_length_106147_cov_39.123789	50620	52302	228.7	377
EOG092E06MK	Complete	NODE_73_length_62185_cov_37.731820	43603	45249	826.2	434
EOG092E06MQ	Complete	NODE_7_length_204331_cov_37.767266	144779	146467	1017.6	521
EOG092E06NN	Complete	NODE_44_length_93162_cov_37.878237	30518	32716	1023.3	558
EOG092E06NP	Complete	NODE_40_length_103526_cov_38.150216	78656	80311	537.1	415
EOG092E06OA	Complete	NODE_35_length_108403_cov_41.344455	12820	14478	758.0	451
EOG092E06PH	Complete	NODE_15_length_165883_cov_37.897617	35906	37378	479.1	346
EOG092E06Q4	Complete	NODE_24_length_140947_cov_37.030513	87477	89018	575.1	332
EOG092E06Q8	Complete	NODE_96_length_35225_cov_38.382570	20673	22346	969.6	495
EOG092E06Q9	Complete	NODE_34_length_108592_cov_37.662493	55067	56806	1023.7	519
EOG092E06QN	Complete	NODE_3_length_358462_cov_38.441710	154651	156201	362.1	348
EOG092E06S0	Complete	NODE_71_length_63814_cov_38.161311	31938	33515	756.8	421
EOG092E06SD	Complete	NODE_2_length_376067_cov_37.491936	33926	35380	686.6	403
EOG092E06T9	Complete	NODE_105_length_27193_cov_37.232221	7899	10139	667.3	544
EOG092E06TC	Complete	NODE_19_length_158332_cov_37.014670	112485	113987	447.9	342
EOG092E06TH	Complete	NODE_17_length_162010_cov_37.467976	31144	32772	893.6	467
EOG092E06TP	Complete	NODE_38_length_105757_cov_40.328830	96819	98603	865.7	501
EOG092E06TU	Complete	NODE_72_length_63782_cov_37.885104	29123	30628	724.4	406
EOG092E06U2	Complete	NODE_81_length_46679_cov_37.465876	22968	24290	342.0	351
EOG092E06UL	Complete	NODE_95_length_35942_cov_37.895812	12106	13623	1001.5	449
EOG092E06UT	Complete	NODE_14_length_166516_cov_37.805690	52376	53851	515.1	405
EOG092E06UY	Complete	NODE_54_length_82353_cov_37.462368	12309	13862	1032.6	453
EOG092E06V1	Complete	NODE_59_length_76837_cov_42.231799	14977	16458	469.0	367
EOG092E06VI	Complete	NODE_1_length_449352_cov_38.101223	172136	173626	426.2	394
EOG092E06VJ	Complete	NODE_22_length_146985_cov_40.567195	125593	127350	1036.7	519
EOG092E06WY	Complete	NODE_22_length_146985_cov_40.567195	74111	75382	473.8	348
EOG092E06Y0	Complete	NODE_44_length_93162_cov_37.878237	65503	67089	940.3	480
EOG092E06Y1	Complete	NODE_3_length_358462_cov_38.441710	57516	59099	972.7	489
EOG092E06YV	Complete	NODE_14_length_166516_cov_37.805690	25263	27566	368.5	380
EOG092E06ZD	Complete	NODE_112_length_23952_cov_36.714316	2986	4761	365.5	358
EOG092E070S	Complete	NODE_65_length_69438_cov_37.092645	52388	53965	542.8	405
EOG092E0718	Complete	NODE_3_length_358462_cov_38.441710	144182	145705	553.3	386
EOG092E071T	Complete	NODE_34_length_108592_cov_37.662493	105168	106748	910.4	464
EOG092E0728	Complete	NODE_4_length_296178_cov_37.378083	127065	128402	421.5	345
EOG092E0734	Complete	NODE_15_length_165883_cov_37.897617	122135	123643	347.3	347
EOG092E0737	Complete	NODE_70_length_63941_cov_38.941787	29104	30549	810.7	441
EOG092E073V	Complete	NODE_12_length_177874_cov_37.650813	25926	27710	676.2	506
EOG092E074D	Complete	NODE_2_length_376067_cov_37.491936	74487	75875	588.3	351
EOG092E074Q	Complete	NODE_6_length_246120_cov_37.254880	180952	182583	394.4	271
EOG092E075C	Complete	NODE_56_length_80822_cov_38.632325	2408	3709	850.2	383
EOG092E076J	Complete	NODE_10_length_202365_cov_37.197761	200569	201972	758.6	415
EOG092E076U	Complete	NODE_66_length_68724_cov_37.230657	33845	35485	848.9	464
EOG092E0778	Complete	NODE_55_length_81905_cov_48.194246	66403	68028	534.8	405
EOG092E077J	Complete	NODE_44_length_93162_cov_37.878237	40431	41999	493.5	419
EOG092E077X	Complete	NODE_11_length_195637_cov_39.932688	168396	169844	925.9	438
EOG092E0784	Complete	NODE_17_length_162010_cov_37.467976	115490	116950	561.8	436
EOG092E07A9	Complete	NODE_40_length_103526_cov_38.150216	91777	94386	670.1	566
EOG092E07AE	Complete	NODE_58_length_77084_cov_37.760739	41274	43022	475.9	350
EOG092E07AJ	Complete	NODE_72_length_63782_cov_37.885104	10749	12285	602.7	380
EOG092E07AL	Complete	NODE_12_length_177874_cov_37.650813	76126	77622	481.0	376
EOG092E07AQ	Complete	NODE_45_length_92879_cov_39.059672	54260	55822	626.7	391
EOG092E07AW	Complete	NODE_5_length_269732_cov_38.018630	220472	222241	875.2	516
EOG092E07B5	Complete	NODE_35_length_108403_cov_41.344455	72702	74315	644.9	383
EOG092E07BN	Complete	NODE_1_length_449352_cov_38.101223	147783	149363	526.8	389
EOG092E07DC	Complete	NODE_42_length_97169_cov_37.579319	1238	2656	678.1	430
EOG092E07DW	Complete	NODE_100_length_31993_cov_36.639239	17335	18492	255.5	324
EOG092E07DX	Complete	NODE_1_length_449352_cov_38.101223	387478	388884	337.5	282
EOG092E07EA	Complete	NODE_9_length_202726_cov_40.339476	88099	89715	726.4	458
EOG092E07EN	Complete	NODE_8_length_203896_cov_38.927669	92975	94405	432.1	407
EOG092E07ET	Complete	NODE_3_length_358462_cov_38.441710	25958	27907	867.0	503
EOG092E07FF	Complete	NODE_61_length_72850_cov_38.935820	37313	38977	791.3	456
EOG092E07FH	Duplicated	NODE_11_length_195637_cov_39.932688	152585	154558	828.1	492
EOG092E07FH	Duplicated	NODE_16_length_162425_cov_39.423108	32186	36968	738.1	492
EOG092E07FH	Duplicated	NODE_7_length_204331_cov_37.767266	179977	183613	743.5	494
EOG092E07FL	Complete	NODE_20_length_155575_cov_37.679559	113622	115424	215.0	322
EOG092E07IL	Complete	NODE_56_length_80822_cov_38.632325	25137	26534	638.8	357
EOG092E07IY	Complete	NODE_91_length_39580_cov_38.513371	34207	35736	623.3	374
EOG092E07K1	Complete	NODE_54_length_82353_cov_37.462368	49362	51671	772.8	535
EOG092E07KC	Complete	NODE_9_length_202726_cov_40.339476	179199	182441	639.7	467
EOG092E07L6	Complete	NODE_11_length_195637_cov_39.932688	92517	94577	662.5	442
EOG092E07LR	Complete	NODE_47_length_90333_cov_36.846142	86476	87849	609.8	343
EOG092E07MN	Complete	NODE_57_length_78326_cov_37.604541	25647	27698	697.6	513
EOG092E07MU	Complete	NODE_97_length_34672_cov_35.609903	9552	11036	367.9	349
EOG092E07O2	Complete	NODE_59_length_76837_cov_42.231799	16744	18114	764.9	386
EOG092E07OC	Complete	NODE_27_length_128337_cov_38.689777	52475	54010	801.2	430
EOG092E07OS	Complete	NODE_9_length_202726_cov_40.339476	5668	7059	857.5	419
EOG092E07PA	Complete	NODE_14_length_166516_cov_37.805690	150456	151916	617.5	357
EOG092E07PB	Complete	NODE_2_length_376067_cov_37.491936	366235	367734	867.3	435
EOG092E07Q1	Complete	NODE_28_length_124187_cov_40.500371	26720	28537	363.3	395
EOG092E07Q7	Complete	NODE_72_length_63782_cov_37.885104	42851	44401	625.2	417
EOG092E07QB	Complete	NODE_4_length_296178_cov_37.378083	8394	10295	563.1	727
EOG092E07QD	Complete	NODE_15_length_165883_cov_37.897617	96141	98528	317.5	474
EOG092E07QL	Complete	NODE_13_length_175709_cov_37.194718	167458	168846	354.9	381
EOG092E07R6	Fragmented	NODE_50_length_87663_cov_38.352959	11211	20820	846.7	443
EOG092E07RL	Complete	NODE_30_length_120878_cov_43.023795	116133	117488	773.9	397
EOG092E07S5	Complete	NODE_16_length_162425_cov_39.423108	141481	143064	1005.6	449
EOG092E07SZ	Complete	NODE_75_length_61241_cov_41.526264	9898	11400	597.4	400
EOG092E07T1	Complete	NODE_6_length_246120_cov_37.254880	56090	57934	674.8	498
EOG092E07TK	Complete	NODE_44_length_93162_cov_37.878237	35920	37440	828.8	384
EOG092E07UH	Complete	NODE_45_length_92879_cov_39.059672	72968	74659	416.2	409
EOG092E07V3	Complete	NODE_116_length_17309_cov_49.565260	8329	9900	546.7	340
EOG092E07VG	Complete	NODE_2_length_376067_cov_37.491936	288330	289508	410.1	305
EOG092E07VH	Complete	NODE_30_length_120878_cov_43.023795	108451	109911	748.9	405
EOG092E07VO	Complete	NODE_28_length_124187_cov_40.500371	77081	78731	674.4	410
EOG092E07VX	Complete	NODE_66_length_68724_cov_37.230657	31409	33499	793.8	511
EOG092E07WR	Complete	NODE_83_length_44730_cov_36.130006	1982	3430	686.1	384
EOG092E07XD	Complete	NODE_99_length_32760_cov_37.231341	22627	23979	361.2	301
EOG092E07XQ	Complete	NODE_4_length_296178_cov_37.378083	131123	133114	736.5	552
EOG092E07XZ	Complete	NODE_95_length_35942_cov_37.895812	27605	29137	888.5	460
EOG092E07Y5	Complete	NODE_22_length_146985_cov_40.567195	100512	101867	349.5	287
EOG092E07YM	Complete	NODE_9_length_202726_cov_40.339476	131087	134176	537.7	651
EOG092E07YR	Complete	NODE_77_length_52030_cov_37.366965	32342	33676	585.5	343
EOG092E07YY	Complete	NODE_41_length_103215_cov_37.184383	6014	7639	450.5	491
EOG092E07ZZ	Complete	NODE_116_length_17309_cov_49.565260	4888	6228	501.4	335
EOG092E080I	Complete	NODE_28_length_124187_cov_40.500371	87310	89178	458.8	404
EOG092E080Q	Complete	NODE_74_length_61744_cov_36.169576	47536	49416	640.3	484
EOG092E080Y	Complete	NODE_23_length_142158_cov_37.948699	95360	97216	970.6	578
EOG092E081A	Complete	NODE_15_length_165883_cov_37.897617	153964	155865	984.4	488
EOG092E081F	Complete	NODE_94_length_36672_cov_37.668542	33732	35264	723.2	408
EOG092E082D	Complete	NODE_11_length_195637_cov_39.932688	136930	138372	901.2	458
EOG092E082S	Complete	NODE_44_length_93162_cov_37.878237	53662	56094	706.4	581
EOG092E082V	Complete	NODE_53_length_84142_cov_39.096139	63644	65020	343.9	303
EOG092E083W	Complete	NODE_28_length_124187_cov_40.500371	10788	12128	740.7	394
EOG092E0848	Complete	NODE_71_length_63814_cov_38.161311	52444	53793	823.0	399
EOG092E084A	Complete	NODE_7_length_204331_cov_37.767266	50811	52304	298.7	275
EOG092E084C	Complete	NODE_35_length_108403_cov_41.344455	76014	77465	300.3	357
EOG092E084D	Duplicated	NODE_12_length_177874_cov_37.650813	127121	128776	179.3	162
EOG092E084D	Duplicated	NODE_69_length_65092_cov_38.236542	15145	16800	166.2	114
EOG092E084H	Complete	NODE_4_length_296178_cov_37.378083	158907	160289	604.9	367
EOG092E084N	Complete	NODE_4_length_296178_cov_37.378083	247319	248689	645.3	410
EOG092E084O	Complete	NODE_66_length_68724_cov_37.230657	29896	31287	791.0	381
EOG092E0858	Complete	NODE_67_length_66048_cov_38.081266	51451	52818	658.5	392
EOG092E0859	Fragmented	NODE_19_length_158332_cov_37.014670	135349	144395	780.9	394
EOG092E085S	Complete	NODE_38_length_105757_cov_40.328830	4128	6059	527.2	579
EOG092E086A	Complete	NODE_14_length_166516_cov_37.805690	158856	160172	653.0	383
EOG092E086B	Complete	NODE_67_length_66048_cov_38.081266	1375	2763	738.4	393
EOG092E086G	Complete	NODE_106_length_27156_cov_34.981698	10753	12849	562.1	445
EOG092E086V	Complete	NODE_1_length_449352_cov_38.101223	18065	19903	186.5	306
EOG092E0876	Complete	NODE_39_length_104501_cov_36.346954	85137	88067	668.8	649
EOG092E087R	Complete	NODE_25_length_130207_cov_38.132653	119094	120719	705.7	442
EOG092E088D	Complete	NODE_79_length_47525_cov_37.539393	14306	15766	802.2	425
EOG092E088J	Complete	NODE_47_length_90333_cov_36.846142	38852	40273	652.7	385
EOG092E0899	Complete	NODE_15_length_165883_cov_37.897617	117495	118904	305.2	290
EOG092E089N	Complete	NODE_2_length_376067_cov_37.491936	78276	79880	563.5	380
EOG092E08AL	Complete	NODE_6_length_246120_cov_37.254880	72049	73365	438.2	314
EOG092E08AM	Complete	NODE_16_length_162425_cov_39.423108	94038	95418	578.2	343
EOG092E08AV	Complete	NODE_54_length_82353_cov_37.462368	9924	11411	863.2	427
EOG092E08CB	Complete	NODE_19_length_158332_cov_37.014670	127930	129450	378.6	349
EOG092E08DR	Complete	NODE_17_length_162010_cov_37.467976	129277	130554	229.9	235
EOG092E08EG	Complete	NODE_36_length_107630_cov_38.520744	88092	89360	360.0	288
EOG092E08EH	Complete	NODE_14_length_166516_cov_37.805690	112727	114166	353.6	340
EOG092E08FA	Complete	NODE_36_length_107630_cov_38.520744	5872	8421	774.0	681
EOG092E08FS	Complete	NODE_11_length_195637_cov_39.932688	11267	12541	671.1	370
EOG092E08G4	Complete	NODE_4_length_296178_cov_37.378083	62537	63826	597.2	357
EOG092E08GJ	Complete	NODE_19_length_158332_cov_37.014670	66928	68613	869.2	483
EOG092E08GM	Complete	NODE_45_length_92879_cov_39.059672	60071	61534	258.9	212
EOG092E08GR	Complete	NODE_20_length_155575_cov_37.679559	127345	128822	272.7	288
EOG092E08H9	Duplicated	NODE_100_length_31993_cov_36.639239	1860	3242	803.2	406
EOG092E08H9	Duplicated	NODE_28_length_124187_cov_40.500371	95440	96879	874.3	407
EOG092E08HL	Complete	NODE_16_length_162425_cov_39.423108	135042	137105	488.9	438
EOG092E08HN	Complete	NODE_68_length_65137_cov_36.859608	60930	63806	369.9	463
EOG092E08HQ	Complete	NODE_2_length_376067_cov_37.491936	234418	235773	460.4	333
EOG092E08IC	Complete	NODE_33_length_110769_cov_38.314531	109309	110613	722.0	384
EOG092E08IK	Complete	NODE_28_length_124187_cov_40.500371	113366	114700	460.5	317
EOG092E08IW	Complete	NODE_67_length_66048_cov_38.081266	55614	57128	877.0	480
EOG092E08JD	Complete	NODE_3_length_358462_cov_38.441710	243205	244389	351.4	290
EOG092E08JF	Complete	NODE_16_length_162425_cov_39.423108	131398	132747	515.2	290
EOG092E08JR	Complete	NODE_24_length_140947_cov_37.030513	92744	94177	617.4	395
EOG092E08JT	Complete	NODE_72_length_63782_cov_37.885104	19544	21478	337.2	374
EOG092E08KA	Complete	NODE_9_length_202726_cov_40.339476	23399	24847	687.7	409
EOG092E08KZ	Complete	NODE_22_length_146985_cov_40.567195	32368	34074	944.0	506
EOG092E08L0	Complete	NODE_25_length_130207_cov_38.132653	28008	29729	687.5	452
EOG092E08LK	Complete	NODE_17_length_162010_cov_37.467976	147950	149431	278.1	319
EOG092E08M0	Complete	NODE_17_length_162010_cov_37.467976	93209	94438	310.0	358
EOG092E08M8	Complete	NODE_1_length_449352_cov_38.101223	84287	85612	616.9	372
EOG092E08N0	Complete	NODE_40_length_103526_cov_38.150216	31225	32640	863.1	410
EOG092E08N7	Complete	NODE_9_length_202726_cov_40.339476	195698	197020	620.1	377
EOG092E08NA	Complete	NODE_100_length_31993_cov_36.639239	29923	31416	771.8	377
EOG092E08NB	Complete	NODE_2_length_376067_cov_37.491936	171407	172810	752.1	372
EOG092E08NT	Complete	NODE_39_length_104501_cov_36.346954	52511	54856	626.2	559
EOG092E08O9	Complete	NODE_95_length_35942_cov_37.895812	17452	18846	470.3	324
EOG092E08P6	Complete	NODE_16_length_162425_cov_39.423108	133180	134751	623.2	398
EOG092E08PG	Complete	NODE_72_length_63782_cov_37.885104	11350	13836	390.3	338
EOG092E08Q3	Complete	NODE_56_length_80822_cov_38.632325	63182	64783	419.0	398
EOG092E08Q9	Complete	NODE_3_length_358462_cov_38.441710	258519	259769	495.7	295
EOG092E08QJ	Complete	NODE_45_length_92879_cov_39.059672	74794	76338	840.9	460
EOG092E08R4	Complete	NODE_9_length_202726_cov_40.339476	90106	91611	791.7	408
EOG092E08RK	Complete	NODE_7_length_204331_cov_37.767266	55591	57777	635.8	510
EOG092E08RL	Complete	NODE_4_length_296178_cov_37.378083	69009	70280	493.6	324
EOG092E08RQ	Complete	NODE_7_length_204331_cov_37.767266	52938	54473	929.6	432
EOG092E08RZ	Complete	NODE_87_length_41711_cov_36.854763	39847	41286	667.0	421
EOG092E08T3	Complete	NODE_125_length_12885_cov_40.040686	105	1685	358.0	361
EOG092E08T4	Complete	NODE_32_length_114727_cov_40.819494	70926	72620	769.6	464
EOG092E08U7	Complete	NODE_26_length_128386_cov_37.385480	65104	66744	810.5	425
EOG092E08UY	Complete	NODE_16_length_162425_cov_39.423108	99023	100585	712.8	445
EOG092E08V9	Complete	NODE_85_length_43106_cov_37.185919	16584	17918	328.8	272
EOG092E08VT	Complete	NODE_5_length_269732_cov_38.018630	50041	51516	554.9	388
EOG092E08W7	Complete	NODE_58_length_77084_cov_37.760739	11650	13842	352.6	324
EOG092E08WB	Complete	NODE_47_length_90333_cov_36.846142	40409	41710	264.2	304
EOG092E08WJ	Complete	NODE_16_length_162425_cov_39.423108	85025	86317	318.8	319
EOG092E08WO	Complete	NODE_63_length_71111_cov_39.342181	48607	49857	190.2	231
EOG092E08WV	Complete	NODE_50_length_87663_cov_38.352959	22461	23972	761.8	425
EOG092E08X6	Complete	NODE_137_length_6153_cov_56.497868	4001	5869	475.1	311
EOG092E08XN	Complete	NODE_22_length_146985_cov_40.567195	19368	20798	438.3	367
EOG092E08YK	Complete	NODE_50_length_87663_cov_38.352959	59794	61167	828.1	385
EOG092E08YS	Complete	NODE_25_length_130207_cov_38.132653	88388	89677	596.5	356
EOG092E08Z5	Complete	NODE_22_length_146985_cov_40.567195	3349	4812	476.3	348
EOG092E08Z6	Complete	NODE_20_length_155575_cov_37.679559	66786	68417	384.5	430
EOG092E08ZM	Complete	NODE_24_length_140947_cov_37.030513	97431	99107	304.4	258
EOG092E08ZP	Complete	NODE_151_length_3678_cov_38.536020	1164	3554	756.7	491
EOG092E08ZR	Complete	NODE_28_length_124187_cov_40.500371	71619	72773	477.7	299
EOG092E090M	Complete	NODE_1_length_449352_cov_38.101223	371388	374087	729.3	641
EOG092E0923	Complete	NODE_98_length_34128_cov_37.335427	9475	10782	410.3	269
EOG092E092D	Complete	NODE_8_length_203896_cov_38.927669	161618	162712	378.6	250
EOG092E093E	Complete	NODE_5_length_269732_cov_38.018630	58762	60024	751.5	376
EOG092E093O	Complete	NODE_118_length_16607_cov_36.757612	1286	2707	594.4	371
EOG092E094E	Complete	NODE_61_length_72850_cov_38.935820	23816	25339	796.7	419
EOG092E0959	Complete	NODE_29_length_123016_cov_37.091745	27527	28798	667.8	380
EOG092E097E	Complete	NODE_9_length_202726_cov_40.339476	97513	98955	626.3	383
EOG092E097I	Complete	NODE_45_length_92879_cov_39.059672	38894	40222	417.2	350
EOG092E099B	Complete	NODE_61_length_72850_cov_38.935820	41403	43286	610.9	452
EOG092E099G	Missing
EOG092E099X	Complete	NODE_3_length_358462_cov_38.441710	279292	280587	612.6	352
EOG092E09BJ	Complete	NODE_52_length_86079_cov_37.701641	62131	63423	662.1	329
EOG092E09BW	Complete	NODE_3_length_358462_cov_38.441710	145950	147227	679.1	345
EOG092E09CH	Complete	NODE_22_length_146985_cov_40.567195	106803	108155	203.0	334
EOG092E09CR	Complete	NODE_8_length_203896_cov_38.927669	54329	55840	403.5	309
EOG092E09CW	Complete	NODE_35_length_108403_cov_41.344455	42864	44123	302.5	311
EOG092E09CY	Complete	NODE_10_length_202365_cov_37.197761	147088	148761	358.8	365
EOG092E09D6	Complete	NODE_74_length_61744_cov_36.169576	54193	55749	941.7	464
EOG092E09EJ	Complete	NODE_5_length_269732_cov_38.018630	51765	58249	651.5	420
EOG092E09EQ	Complete	NODE_10_length_202365_cov_37.197761	16824	18068	493.4	302
EOG092E09FM	Complete	NODE_10_length_202365_cov_37.197761	183018	184424	466.0	312
EOG092E09GC	Complete	NODE_88_length_40463_cov_38.476836	15977	17170	366.4	297
EOG092E09HC	Complete	NODE_83_length_44730_cov_36.130006	40561	42132	741.3	434
EOG092E09HJ	Complete	NODE_3_length_358462_cov_38.441710	167815	169290	475.0	368
EOG092E09I5	Complete	NODE_67_length_66048_cov_38.081266	15644	17104	854.6	422
EOG092E09JS	Complete	NODE_65_length_69438_cov_37.092645	22081	23364	618.6	357
EOG092E09KK	Complete	NODE_4_length_296178_cov_37.378083	41695	42939	646.1	318
EOG092E09L4	Complete	NODE_14_length_166516_cov_37.805690	16654	17955	803.3	403
EOG092E09LQ	Complete	NODE_2_length_376067_cov_37.491936	164805	166022	413.3	316
EOG092E09M2	Complete	NODE_24_length_140947_cov_37.030513	74565	75932	302.9	292
EOG092E09NU	Complete	NODE_51_length_87655_cov_37.439829	28819	30123	729.9	364
EOG092E09OH	Complete	NODE_30_length_120878_cov_43.023795	21027	22358	691.6	331
EOG092E09OK	Complete	NODE_23_length_142158_cov_37.948699	56325	57962	719.3	430
EOG092E09PJ	Complete	NODE_1_length_449352_cov_38.101223	438367	440112	470.3	364
EOG092E09PO	Complete	NODE_41_length_103215_cov_37.184383	20640	21977	381.5	299
EOG092E09Q3	Complete	NODE_9_length_202726_cov_40.339476	34538	35998	704.5	365
EOG092E09Q7	Complete	NODE_22_length_146985_cov_40.567195	117390	118925	785.3	434
EOG092E09QP	Complete	NODE_91_length_39580_cov_38.513371	37307	38488	518.6	296
EOG092E09S5	Complete	NODE_1_length_449352_cov_38.101223	141424	142915	536.9	386
EOG092E09SC	Complete	NODE_31_length_116437_cov_44.059013	4155	5636	396.8	327
EOG092E09T1	Complete	NODE_74_length_61744_cov_36.169576	52546	53841	687.5	379
EOG092E09T3	Complete	NODE_41_length_103215_cov_37.184383	31497	35181	793.6	553
